model_url,specifications
https://www.mpb.com/en-eu/product/z-cam-e2-s6-super-35mm-6k-cine-camera-canon-ef-fit,"{'Weight (Grams)': '1090', 'Megapixels': '26', 'Maximum Frames Per Second': '60', 'Sensor Type': 'CMOS', 'Lens Mount': 'Canon EF', 'Storage Media Type': 'CFast 2.0', 'Auto Focus': True, 'Year of release': '2021'}"
https://www.mpb.com/en-eu/product/kippertie-adapta-rfef,"{'Lens Mount': 'Canon RF', 'Camera Mount': 'Canon EF'}"
https://www.mpb.com/en-eu/product/fujifilm-gfx-50s-ii,{'Year of release': '2021'}
https://www.mpb.com/en-eu/product/sony-fe-24-50mm-f-2-8-g,"{'Weight (Grams)': '440', 'Lens Mount': 'Sony E', 'Minimum Aperture (F)': '22', 'Maximum Aperture - Wide (f)': '2.8', 'Maximum Aperture - Tele (f)': '2.8', 'Minimum Focus Distance (m)': '0.19', 'Aperture Blades': '11', 'Year of release': '2020'}"
https://www.mpb.com/en-eu/product/tamron-sp-af-11-18mm-f-4-5-5-6-di-ii-ld-aspherical-if-nikon-fit,{'Year of release': '2004'}
https://www.mpb.com/en-eu/product/fujifilm-x-h1,"{'Built-In Bluetooth': True, 'Microphone Jack': True, 'Max FPS Max resolution': '1920×1080 (Full HD)', 'Maximum Frames Per Second': '8', 'USB Port Type': 'Micro B 3.0', 'Weight (Grams)': '673', 'File Format': 'JPEG + RAW', 'Touchscreen': True, 'HDMI Port': True, 'Lens Mount': 'Fujifilm X', 'Minimum ISO': '200', 'Camera Type': 'Mirrorless', 'Storage Media Type': 'SD / SDHC / SDXC', 'LCD Resolution (Pixels)': '1040000', 'Headphone Jack': False, 'Viewfinder Type': 'Electronic', 'Maximum Video Frame Rate (FPS)': '120', 'Year of release': '2018', 'Articulating LCD Screen': True, 'Megapixels': '24.3', 'Integrated cleaning': True, 'Hot Shoe Connection': True, 'Built-In Microphone': True, 'Minimum Shutter Speed (x) [Seconds]': '30', 'Maximum ISO': '12800', 'Maximum Video Resolution': '3840×2160 (4K UHD)', 'Sensor Type': 'CMOS', 'Built-In Wi-Fi': True, 'LCD Size (Inches)': '3', 'Built-In Flash': False, 'Sensor Format': 'APS-C', 'Maximum Shutter Speed (1/) [Seconds]': '1/8000', 'Viewfinder Coverage (%)': '100', 'Autofocus Points': '91', 'Flash Compatibility': 'Fujifilm TTL', 'Live View': True}"
https://www.mpb.com/en-eu/product/venus-laowa-24mm-t14-2x-periprobe-canon-ef-fit,"{'Weight (Grams)': '770', 'Lens Mount': 'Canon EF', 'Maximum Aperture (T)': '14', 'Aperture Blades': '7', 'Minimum Focus Distance (m)': '0.02', 'Year of release': '2022'}"
https://www.mpb.com/en-eu/product/tamron-sp-15-30mm-f-2-8-di-vc-usd-nikon-fit,"{'Built-In Lens Hood': True, 'Minimum Focus Distance (m)': '0.28', 'Maximum Aperture - Tele (f)': '2.8', 'Aperture Blades': '9', 'Maximum Aperture - Wide (f)': '2.8', 'Year of release': '2015', 'Lens Mount': 'Nikon FX', 'Image Stabilisation': True, 'Minimum Aperture (F)': '22', 'Auto Focus': True, 'Weight (Grams)': '1100'}"
https://www.mpb.com/en-eu/product/lee-neutral-density-0-9-resin-filter,{}
https://www.mpb.com/en-eu/product/panasonic-lumix-dc-g9-ii,"{'Weight (Grams)': '658', 'Camera Type': 'Mirrorless', 'Megapixels': '25.21', 'Autofocus Points': '779', 'Sensor Format': 'Micro Four Thirds', 'Minimum ISO': '100', 'Maximum ISO': '25600', 'Storage Media Type': 'SD / SDHC / SDXC', 'Lens Mount': 'Micro Four Thirds', 'Viewfinder Type': 'Electronic', 'Viewfinder Coverage (%)': '100', 'LCD Resolution (Pixels)': '3680000', 'Touchscreen': True, 'Built-In Microphone': True, 'USB Port Type': 'Type-C', 'HDMI Port': True, 'File Format': 'JPEG + RAW', 'Maximum Shutter Speed (1/) [Seconds]': '1/32000', 'Flash Compatibility': 'Olympus/Panasonic TTL', 'Sensor Type': 'CMOS', 'Live View': True, 'Maximum Video Frame Rate (FPS)': '400', 'Max FPS Max resolution': '3840×2160 (4K UHD)', 'Built-In Bluetooth': True, 'Year of release': '2023'}"
https://www.mpb.com/en-eu/product/tokina-cinema-atx-16-28mm-t3-sony-fe-fit,{}
https://www.mpb.com/en-eu/product/rode-ntg4plus-shotgun-microphone,{}
https://www.mpb.com/en-eu/product/zeiss-makro-planar-t-100mm-f-2-ze-canon-ef-fit,{'Year of release': '2010'}
https://www.mpb.com/en-eu/product/fujifilm-x-t30,"{'Built-In Bluetooth': True, 'Microphone Jack': True, 'Max FPS Max resolution': '1920×1080 (Full HD)', 'Maximum Frames Per Second': '20', 'USB Port Type': 'Type-C', 'Weight (Grams)': '383', 'File Format': 'JPEG + RAW', 'Touchscreen': True, 'HDMI Port': True, 'Lens Mount': 'Fujifilm X', 'Minimum ISO': '160', 'Camera Type': 'Mirrorless', 'Storage Media Type': 'SD / SDHC / SDXC', 'LCD Resolution (Pixels)': '1040000', 'Headphone Jack': False, 'Viewfinder Type': 'Electronic', 'Maximum Video Frame Rate (FPS)': '120', 'Year of release': '2019', 'Articulating LCD Screen': True, 'Megapixels': '26.1', 'Integrated cleaning': True, 'Hot Shoe Connection': True, 'Built-In Microphone': True, 'Minimum Shutter Speed (x) [Seconds]': '900', 'Maximum ISO': '12800', 'Maximum Video Resolution': '3840×2160 (4K UHD)', 'Sensor Type': 'CMOS', 'Built-In Wi-Fi': True, 'LCD Size (Inches)': '3', 'Built-In Flash': True, 'Sensor Format': 'APS-C', 'Maximum Shutter Speed (1/) [Seconds]': '1/32000', 'Viewfinder Coverage (%)': '100', 'Autofocus Points': '425', 'Flash Compatibility': 'Fujifilm TTL', 'Live View': True}"
https://www.mpb.com/en-eu/product/zeiss-cp-3-50mm-t2-1-pl-fit,{'Year of release': '2020'}
https://www.mpb.com/en-eu/product/canon-powershot-g7,"{'Weight (Grams)': '380', 'Camera Type': 'Compact', 'Megapixels': '10', 'Autofocus Points': '9', 'Maximum Frames Per Second': '2', 'Sensor Format': '1/1.8 Inch', 'Minimum ISO': '80', 'Maximum ISO': '1600', 'Storage Media Type': 'SD / SDHC / SDXC', 'Viewfinder Type': 'Optical', 'Viewfinder Coverage (%)': '80', 'LCD Size (Inches)': '2.5', 'LCD Resolution (Pixels)': '207000', 'Touchscreen': False, 'Articulating LCD Screen': False, 'Built-In Flash': True, 'Built-In Wi-Fi': False, 'Headphone Jack': False, 'Microphone Jack': False, 'Built-In Microphone': True, 'USB Port Type': 'Micro B 2.0', 'HDMI Port': False, 'Optical Zoom (X)': '6', 'Hot Shoe Connection': True, 'File Format': 'JPEG', 'Minimum Shutter Speed (x) [Seconds]': '15', 'Maximum Shutter Speed (1/) [Seconds]': '1/2500', 'Flash Compatibility': 'Canon TTL', 'Sensor Type': 'CCD', 'Live View': True, 'Integrated cleaning': False, 'Maximum Video Resolution': '1280×720 (HD)', 'Maximum Video Frame Rate (FPS)': '30', 'Max FPS Max resolution': '640x480 (VGA)', 'Built-In Bluetooth': False, 'Year of release': '2006'}"
https://www.mpb.com/en-eu/product/sony-rm-30bp-wired-remote-controller,{'Weight (Grams)': '290'}
https://www.mpb.com/en-eu/product/sigma-10-20mm-f-4-5-6-ex-dc-hsm-canon-ef-s-fit,"{'Minimum Focus Distance (m)': '0.23', 'Filter Thread (mm)': '77', 'Maximum Aperture - Tele (f)': '5.6', 'Aperture Blades': '6', 'Maximum Aperture - Wide (f)': '4', 'Year of release': '2005', 'Lens Mount': 'Canon EF-S', 'Image Stabilisation': False, 'Minimum Aperture (F)': '22', 'Auto Focus': True, 'Weight (Grams)': '465'}"
https://www.mpb.com/en-eu/product/sony-nex-fs700e-camcorder,{}
https://www.mpb.com/en-eu/product/nikon-cf-eu11-dslr-camera-bag,{}
https://www.mpb.com/en-eu/product/rokinon-12mm-f-2-ncs-cs-sony-e-fit,"{'Minimum Focus Distance (m)': '0.2', 'Filter Thread (mm)': '67', 'Maximum Aperture - Tele (f)': '2', 'Aperture Blades': '6', 'Maximum Aperture - Wide (f)': '2', 'Year of release': '2014', 'Lens Mount': 'Sony E', 'Image Stabilisation': False, 'Minimum Aperture (F)': '22', 'Auto Focus': False, 'Weight (Grams)': '245'}"
https://www.mpb.com/en-eu/product/tamrac-5575-expedition-5-backpack,{}
https://www.mpb.com/en-eu/product/profoto-b1x-500-airttl-to-go-kit,{'Weight (Grams)': '6000'}
https://www.mpb.com/en-eu/product/panasonic-lumix-g-42-5mm-f-1-7-asph-power-o-i-s,"{'Minimum Focus Distance (m)': '0.31', 'Filter Thread (mm)': '37', 'Maximum Aperture - Tele (f)': '1.7', 'Aperture Blades': '7', 'Maximum Aperture - Wide (f)': '1.7', 'Year of release': '2015', 'Lens Mount': 'Micro Four Thirds', 'Image Stabilisation': True, 'Minimum Aperture (F)': '22', 'Auto Focus': True, 'Weight (Grams)': '130'}"
https://www.mpb.com/en-eu/product/litepanels-lykos-bi-colour-battery-kit,"{'Weight (Grams)': '600', 'Year of release': '2021'}"
https://www.mpb.com/en-eu/product/metz-58-af-2-digital-flashgun-canon-dedicated,{}
https://www.mpb.com/en-eu/product/nikon-af-i-nikkor-400mm-f-2-8d,{'Year of release': '1996'}
https://www.mpb.com/en-eu/product/sony-cyber-shot-rx10-mark-ii,"{'Built-In Bluetooth': False, 'Microphone Jack': True, 'Max FPS Max resolution': '1920×1080 (Full HD)', 'Maximum Frames Per Second': '14.2', 'USB Port Type': 'Micro B 2.0', 'Weight (Grams)': '849', 'File Format': 'JPEG + RAW', 'Touchscreen': False, 'HDMI Port': True, 'Minimum ISO': '100', 'Camera Type': 'Compact', 'Storage Media Type': 'SD / SDHC / SDXC / MS Pro Duo & MS Duo', 'LCD Resolution (Pixels)': '1228800', 'Headphone Jack': True, 'Viewfinder Type': 'Electronic', 'Maximum Video Frame Rate (FPS)': '120', 'Year of release': '2015', 'Articulating LCD Screen': True, 'Megapixels': '20.2', 'Integrated cleaning': False, 'Hot Shoe Connection': True, 'Built-In Microphone': True, 'Minimum Shutter Speed (x) [Seconds]': '30', 'Optical Zoom (X)': '8.33', 'Maximum ISO': '12800', 'Maximum Video Resolution': '3840×2160 (4K UHD)', 'Sensor Type': 'CMOS', 'Built-In Wi-Fi': True, 'LCD Size (Inches)': '3', 'Built-In Flash': True, 'Sensor Format': '1.0 Inch', 'Maximum Shutter Speed (1/) [Seconds]': '1/32000', 'Viewfinder Coverage (%)': '100', 'Autofocus Points': '25', 'Flash Compatibility': 'Sony ADI / P-TTL', 'Live View': True}"
https://www.mpb.com/en-eu/product/irix-150mm-t30-macro-pl-fit,"{'Weight (Grams)': '1100', 'Lens Mount': 'PL', 'Maximum Aperture (T)': '3.0', 'Filter Thread (mm)': '86'}"
https://www.mpb.com/en-eu/product/samyang-21mm-f-1-4-ed-as-umc-cs-sony-e-fit,{'Year of release': '2016'}
https://www.mpb.com/en-eu/product/irix-cine-15mm-t26-fujifilm-x-fit,"{'Weight (Grams)': '983', 'Lens Mount': 'Fujifilm X', 'Maximum Aperture - Wide (f)': '2.6', 'Filter Thread (mm)': '86', 'Minimum Focus Distance (m)': '0.25', 'Aperture Blades': '9', 'Year of release': '2023'}"
https://www.mpb.com/en-eu/product/7artisans-25mm-f18-micro-four-thirds-fit,{'Year of release': '2017'}
https://www.mpb.com/en-eu/product/nissin-air-r-receiver-sony-dedicated-,{}
https://www.mpb.com/en-eu/product/7artisans-35mm-f2f56-l-fit,"{'Weight (Grams)': '155', 'Lens Mount': 'Leica L', 'Maximum Aperture - Tele (f)': '5.6', 'Maximum Aperture - Wide (f)': '5.6', 'Minimum Focus Distance (m)': '0.3', 'Year of release': '2021'}"
https://www.mpb.com/en-eu/product/samyang-14mm-t3-1-ed-as-if-umc-nikon-fit,"{'Weight (Grams)': '605', 'Maximum Aperture - Wide (f)': '3.1', 'Minimum Focus Distance (m)': '0.28', 'Aperture Blades': '6', 'Built-In Lens Hood': True, 'Focus Rotation': '200', 'Focus Scale': 'Interchangeable', 'Year of release': '2014', 'Maximum Aperture (T)': '3.1'}"
https://www.mpb.com/en-eu/product/dji-osmo-action-5,"{'Weight (Grams)': '145', 'Year of release': '2023', 'Megapixels': '48', 'Minimum ISO': '100', 'Maximum Height (cm)': '6400', 'Maximum Video Frame Rate (FPS)': '120'}"
https://www.mpb.com/en-eu/product/slr-magic-apo-microprime-cine-32mm-t21-canon-ef-fit,{}
https://www.mpb.com/en-eu/product/lowepro-2-lens-case,{'Weight (Grams)': '142'}
https://www.mpb.com/en-eu/product/samyang-14mm-t3-1-vdslr-ed-as-umc-ii-fujifilm-x-fit,{'Year of release': '2015'}
https://www.mpb.com/en-eu/product/fujifilm-xf-56mm-f-1-2-r,"{'Minimum Focus Distance (m)': '0.7', 'Filter Thread (mm)': '62', 'Maximum Aperture - Tele (f)': '1.2', 'Aperture Blades': '7', 'Maximum Aperture - Wide (f)': '1.2', 'Year of release': '2014', 'Lens Mount': 'Fujifilm X', 'Image Stabilisation': False, 'Minimum Aperture (F)': '16', 'Auto Focus': True, 'Weight (Grams)': '405'}"
https://www.mpb.com/en-eu/product/walimex-pro-24mm-f-1-4-ed-as-umc-canon-ef-fit,{'Year of release': '2011'}
https://www.mpb.com/en-eu/product/sigma-18-50mm-f-2-8-ex-dc-nikon-fit,{'Year of release': '2003'}
https://www.mpb.com/en-eu/product/rokinon-14mm-f-2-8-if-ed-umc-micro-four-thirds-fit,{'Year of release': '2012'}
https://www.mpb.com/en-eu/product/nikon-z5-ir-converted,"{'Built-In Bluetooth': True, 'Microphone Jack': True, 'Max FPS Max resolution': '1920×1080 (Full HD)', 'Maximum Frames Per Second': '4.5', 'USB Port Type': 'Type-C', 'Weight (Grams)': '675', 'File Format': 'JPEG + RAW', 'Touchscreen': True, 'HDMI Port': True, 'Lens Mount': 'Nikon Z', 'Minimum ISO': '100', 'Camera Type': 'Mirrorless', 'Storage Media Type': 'SD / SDHC / SDXC', 'LCD Resolution (Pixels)': '3686400', 'Headphone Jack': True, 'Viewfinder Type': 'Electronic', 'Maximum Video Frame Rate (FPS)': '60', 'Year of release': '2020', 'Articulating LCD Screen': True, 'Integrated cleaning': True, 'Hot Shoe Connection': True, 'Built-In Microphone': True, 'Minimum Shutter Speed (x) [Seconds]': '30', 'Maximum ISO': '51200', 'Sensor Type': 'CMOS', 'Built-In Wi-Fi': True, 'LCD Size (Inches)': '3.2', 'Sensor Format': 'Full Frame', 'Maximum Shutter Speed (1/) [Seconds]': '1/8000', 'Viewfinder Coverage (%)': '100', 'Autofocus Points': '273', 'Flash Compatibility': 'Nikon i-TTL', 'Live View': True}"
https://www.mpb.com/en-eu/product/walimex-pro-50mm-f-1-2-sony-e-fit,{'Year of release': '2015'}
https://www.mpb.com/en-eu/product/hoya-72mm-pro-1-digital-circular-polariser-filter,{}
https://www.mpb.com/en-eu/product/samyang-8mm-t3-8-umc-cs-canon-ef-s-fit,{'Year of release': '2013'}
https://www.mpb.com/en-eu/product/olympus-m-zuiko-digital-75-300mm-f-4-8-6-7,{'Year of release': '2010'}
https://www.mpb.com/en-eu/product/sony-16-105mm-f-3-5-5-6-dt-sony-a-fit,{'Year of release': '2007'}
https://www.mpb.com/en-eu/product/olympus-bln-1-battery,{}
https://www.mpb.com/en-eu/product/rode-videomic-with-rycote,{}
https://www.mpb.com/en-eu/product/panasonic-lumix-g-x-vario-pz-45-175mm-f-4-5-6-asph-power-o-i-s,"{'Minimum Focus Distance (m)': '0.9', 'Filter Thread (mm)': '46', 'Maximum Aperture - Tele (f)': '5.6', 'Aperture Blades': '7', 'Maximum Aperture - Wide (f)': '4', 'Year of release': '2012', 'Lens Mount': 'Micro Four Thirds', 'Image Stabilisation': True, 'Minimum Aperture (F)': '22', 'Auto Focus': True, 'Weight (Grams)': '210'}"
https://www.mpb.com/en-eu/product/sony-carl-zeiss-vario-sonnar-t-24-70mm-f-2-8-sony-a-fit,{'Year of release': '2005'}
https://www.mpb.com/en-eu/product/olympus-rm-uc1-remote-cable,{}
https://www.mpb.com/en-eu/product/tokina-cinema-atx-16-28mm-t3-canon-ef-fit,{}
https://www.mpb.com/en-eu/product/samyang-12mm-f-2-ncs-cs-micro-four-thirds-fit,{'Year of release': '2023'}
https://www.mpb.com/en-eu/product/slr-magic-18mm-f28-cine-sony-fe-fit,{}
https://www.mpb.com/en-eu/product/dji-mavic-2-zoom-nd-filter-kit,{}
https://www.mpb.com/en-eu/product/sennheiser-e-835-vocal-microphone,{}
https://www.mpb.com/en-eu/product/canon-ef-28-90mm-f-4-5-6,"{'Minimum Focus Distance (m)': '0.38', 'Filter Thread (mm)': '58', 'Maximum Aperture - Tele (f)': '5.6', 'Aperture Blades': '5', 'Maximum Aperture - Wide (f)': '4', 'Year of release': '2000', 'Lens Mount': 'Canon EF', 'Image Stabilisation': False, 'Minimum Aperture (F)': '38', 'Auto Focus': True, 'Weight (Grams)': '180'}"
https://www.mpb.com/en-eu/product/samyang-20mm-f-1-8-ed-as-if-umc-fujifilm-x-fit,{'Year of release': '2023'}
https://www.mpb.com/en-eu/product/olympus-hld-6-power-battery-grip,{'Weight (Grams)': '300'}
https://www.mpb.com/en-eu/product/b-w-f-pro-43mm-103-nd-09-3-bl-8x-e-filter,{}
https://www.mpb.com/en-eu/product/sandisk-ultra-128gb-80mb-s-sdxc-card,{}
https://www.mpb.com/en-eu/product/sigma-85mm-f-1-4-dg-hsm-art-sony-fe-fit,"{'Minimum Focus Distance (m)': '0.85', 'Filter Thread (mm)': '86', 'Maximum Aperture - Tele (f)': '1.4', 'Aperture Blades': '9', 'Maximum Aperture - Wide (f)': '1.4', 'Year of release': '2017', 'Lens Mount': 'Sony E', 'Image Stabilisation': False, 'Minimum Aperture (F)': '16', 'Auto Focus': True, 'Weight (Grams)': '1130'}"
https://www.mpb.com/en-eu/product/panasonic-leica-dg-summilux-25mm-f-1-4-asph,"{'Minimum Focus Distance (m)': '0.3', 'Filter Thread (mm)': '46', 'Maximum Aperture - Tele (f)': '1.4', 'Aperture Blades': '7', 'Maximum Aperture - Wide (f)': '1.4', 'Year of release': '2011', 'Lens Mount': 'Micro Four Thirds', 'Image Stabilisation': False, 'Minimum Aperture (F)': '16', 'Auto Focus': True, 'Weight (Grams)': '200'}"
https://www.mpb.com/en-eu/product/leica-90mm-f2f15-summilux-m-asph-11678,"{'Weight (Grams)': '1010', 'Lens Mount': 'Leica M', 'Minimum Aperture (F)': '16', 'Maximum Aperture - Wide (f)': '1.5', 'Maximum Aperture - Tele (f)': '1.5', 'Filter Thread (mm)': '67', 'Minimum Focus Distance (m)': '1', 'Aperture Blades': '11', 'Year of release': '2019'}"
https://www.mpb.com/en-eu/product/panasonic-lumix-dmc-gx7,"{'Built-In Bluetooth': False, 'Microphone Jack': False, 'Max FPS Max resolution': '1920×1080 (Full HD)', 'Maximum Frames Per Second': '5', 'USB Port Type': 'Mini 8 pin male', 'Weight (Grams)': '402', 'File Format': 'JPEG + RAW', 'Touchscreen': True, 'HDMI Port': True, 'Lens Mount': 'Micro Four Thirds', 'Minimum ISO': '125', 'Camera Type': 'Mirrorless', 'Storage Media Type': 'SD / SDHC / SDXC', 'LCD Resolution (Pixels)': '1040000', 'Headphone Jack': False, 'Viewfinder Type': 'Electronic', 'Maximum Video Frame Rate (FPS)': '60', 'Year of release': '2013', 'Articulating LCD Screen': True, 'Megapixels': '16', 'Integrated cleaning': True, 'Hot Shoe Connection': True, 'Built-In Microphone': True, 'Minimum Shutter Speed (x) [Seconds]': '60', 'Maximum ISO': '25600', 'Maximum Video Resolution': '1920×1080 (Full HD)', 'Sensor Type': 'Live MOS', 'Built-In Wi-Fi': True, 'LCD Size (Inches)': '3', 'Built-In Flash': True, 'Sensor Format': 'Four Thirds', 'Maximum Shutter Speed (1/) [Seconds]': '1/8000', 'Viewfinder Coverage (%)': '100', 'Autofocus Points': '23', 'Flash Compatibility': 'Panasonic TTL', 'Live View': True}"
https://www.mpb.com/en-eu/product/samyang-100mm-t31-ed-umc-macro-micro-four-thirds-fit,"{'Weight (Grams)': '735', 'Lens Mount': 'Micro Four Thirds', 'Maximum Aperture (T)': '3.1', 'Minimum Focus Distance (m)': '0.31', 'Aperture Blades': '9', 'Year of release': '2021'}"
https://www.mpb.com/en-eu/product/olympus-m-zuiko-digital-ed-14-42mm-f-3-5-5-6,"{'Minimum Focus Distance (m)': '0.25', 'Filter Thread (mm)': '58', 'Maximum Aperture - Tele (f)': '5.6', 'Aperture Blades': '7', 'Maximum Aperture - Wide (f)': '3.5', 'Year of release': '2014', 'Lens Mount': 'Micro Four Thirds', 'Image Stabilisation': False, 'Minimum Aperture (F)': '22', 'Auto Focus': True, 'Weight (Grams)': '190'}"
https://www.mpb.com/en-eu/product/canon-w-e1-wi-fi-adapter,{}
https://www.mpb.com/en-eu/product/mamiya-leaf-credo-60-digital-back-645-mount,{}
https://www.mpb.com/en-eu/product/olympus-m-zuiko-digital-ed-12mm-f-2,"{'Minimum Focus Distance (m)': '0.2', 'Filter Thread (mm)': '46', 'Maximum Aperture - Tele (f)': '2', 'Aperture Blades': '7', 'Maximum Aperture - Wide (f)': '2', 'Year of release': '2011', 'Lens Mount': 'Micro Four Thirds', 'Image Stabilisation': False, 'Minimum Aperture (F)': '22', 'Auto Focus': True, 'Weight (Grams)': '130'}"
https://www.mpb.com/en-eu/product/walimex-pro-10mm-f-2-8-micro-four-thirds-fit,{'Year of release': '2014'}
https://www.mpb.com/en-eu/product/b-plus-w-f-pro-82mm-102-nd-0-6-bl-2-4x-filter,{}
https://www.mpb.com/en-eu/product/samyang-50mm-t1-5-vdslr-mk2-sony-fe-fit,{'Year of release': '2020'}
https://www.mpb.com/en-eu/product/hoya-82mm-hd-uv-ii-filter,"{'Filter Thread (mm)': '82', 'Weight (Grams)': '15'}"
https://www.mpb.com/en-eu/product/samyang-16mm-t26-ed-as-umc-fujifilm-x-fit,"{'Weight (Grams)': '580', 'Lens Mount': 'Fujifilm X', 'Minimum Aperture (F)': '22', 'Maximum Aperture - Wide (f)': '2.6', 'Maximum Aperture - Tele (f)': '2.6', 'Minimum Focus Distance (m)': '0.3', 'Aperture Blades': '9', 'Year of release': '2017'}"
https://www.mpb.com/en-eu/product/lowepro-13-x-32cm-lens-case,{}
https://www.mpb.com/en-eu/product/mamiya-leaf-aptus-ii-10-digital-back-h-fit,"{'Weight (Grams)': '600', 'Year of release': '2010'}"
https://www.mpb.com/en-eu/product/leica-d-lux-8,"{'Weight (Grams)': '397', 'Camera Type': 'Compact', 'Megapixels': '17', 'Autofocus Points': '49', 'Maximum Frames Per Second': '11', 'Sensor Format': 'Four Thirds', 'Minimum ISO': '200', 'Maximum ISO': '25600', 'Storage Media Type': 'SD / SDHC / SDXC', 'Touchscreen': True, 'USB Port Type': 'Type-C', 'HDMI Port': True, 'Hot Shoe Connection': True, 'File Format': 'JPEG', 'Sensor Type': 'CMOS', 'Live View': True, 'Built-In Bluetooth': True, 'Year of release': '2024'}"
https://www.mpb.com/en-eu/product/venus-laowa-12mm-f-2-8-zero-d-nikon-fit,{'Year of release': '2022'}
https://www.mpb.com/en-eu/product/dji-rs-2,{}
https://www.mpb.com/en-eu/product/nikon-ai-s-nikkor-400mm-f-2-8,"{'Minimum Focus Distance (m)': '3.3', 'Maximum Aperture - Tele (f)': '2.8', 'Aperture Blades': '7', 'Drop-In Filter Diameter': '52', 'Maximum Aperture - Wide (f)': '2.8', 'Year of release': '1994', 'Lens Mount': 'Nikon FX', 'Image Stabilisation': False, 'Minimum Aperture (F)': '22', 'Weight (Grams)': '6600'}"
https://www.mpb.com/en-eu/product/nikon-af-i-nikkor-600mm-f-4d-if-ed,"{'Minimum Focus Distance (m)': '6.5', 'Filter Thread (mm)': '160', 'Maximum Aperture - Tele (f)': '4', 'Aperture Blades': '9', 'Drop-In Filter Diameter': '39', 'Maximum Aperture - Wide (f)': '4', 'Year of release': '1985', 'Lens Mount': 'Nikon FX', 'Image Stabilisation': False, 'Minimum Aperture (F)': '22', 'Auto Focus': False, 'Weight (Grams)': '6300'}"
https://www.mpb.com/en-eu/product/venus-laowa-50mm-t24-nanomorph-amber-flare-sony-e-fit,"{'Weight (Grams)': '390', 'Lens Mount': 'Sony E', 'Filter Thread (mm)': '55', 'Minimum Focus Distance (m)': '0.7', 'Aperture Blades': '13', 'Maximum Aperture (T)': '2.4', 'Year of release': '2022'}"
https://www.mpb.com/en-eu/product/nikon-af-s-nikkor-500mm-f-4g-ed-vr,"{'Minimum Focus Distance (m)': '4', 'Maximum Aperture - Tele (f)': '4', 'Aperture Blades': '9', 'Drop-In Filter Diameter': '52', 'Maximum Aperture - Wide (f)': '4', 'Year of release': '2007', 'Lens Mount': 'Nikon FX', 'Image Stabilisation': True, 'Minimum Aperture (F)': '22', 'Auto Focus': True, 'Weight (Grams)': '3880'}"
https://www.mpb.com/en-eu/product/pentax-fa-pentax-smc-p-d-50mm-f-2-8-macro,{'Year of release': '1998'}
https://www.mpb.com/en-eu/product/walimex-pro-16mm-t2-2-vdslr-micro-four-thirds-fit,{'Year of release': '2013'}
https://www.mpb.com/en-eu/product/sony-alpha-a7r-iiia,"{'Weight (Grams)': '657', 'Camera Type': 'Mirrorless', 'Megapixels': '42.4', 'Autofocus Points': '399', 'Maximum Frames Per Second': '10', 'Sensor Format': 'Full Frame', 'Minimum ISO': '100', 'Maximum ISO': '32000', 'Storage Media Type': 'SD / SDHC / SDXC & XQD', 'Lens Mount': 'Sony E', 'Viewfinder Type': 'Electronic', 'Viewfinder Coverage (%)': '100', 'LCD Size (Inches)': '3', 'LCD Resolution (Pixels)': '2359296', 'Touchscreen': True, 'Articulating LCD Screen': True, 'Built-In Wi-Fi': True, 'Headphone Jack': True, 'Microphone Jack': True, 'Built-In Microphone': True, 'USB Port Type': 'Type-C', 'HDMI Port': True, 'Hot Shoe Connection': True, 'File Format': 'JPEG + RAW', 'Minimum Shutter Speed (x) [Seconds]': '30', 'Maximum Shutter Speed (1/) [Seconds]': '1/8000', 'Flash Compatibility': 'Sony ADI / P-TTL', 'Shutter Rating (Life)': '500000', 'Sensor Type': 'CMOS', 'Live View': True, 'Integrated cleaning': True, 'Maximum Video Resolution': '3840×2160 (4K UHD)', 'Maximum Video Frame Rate (FPS)': '120', 'Built-In Bluetooth': True, 'Year of release': '2021'}"
https://www.mpb.com/en-eu/product/sigma-cine-50-100mm-t2-sony-e-mount,{'Year of release': '2016'}
https://www.mpb.com/en-eu/product/canon-rf-s-18-45mm-f2f45-63-is-stm,"{'Weight (Grams)': '130', 'Lens Mount': 'Canon RF', 'Auto Focus': True, 'Minimum Aperture (F)': '32', 'Maximum Aperture - Wide (f)': '4.5', 'Filter Thread (mm)': '6.3', 'Minimum Focus Distance (m)': '0.2', 'Aperture Blades': '7', 'Year of release': '2022'}"
https://www.mpb.com/en-eu/product/samyang-24mm-f-1-4-ed-as-if-umc-micro-four-thirds-fit,{'Year of release': '2012'}
https://www.mpb.com/en-eu/product/sigma-70-300mm-f-4-5-6-apo-macro-canon-fit,"{'Weight (Grams)': '550', 'Lens Mount': 'Canon EF', 'Auto Focus': True, 'Minimum Aperture (F)': '22', 'Maximum Aperture - Wide (f)': '4', 'Maximum Aperture - Tele (f)': '5.6', 'Filter Thread (mm)': '58', 'Minimum Focus Distance (m)': '0.95', 'Aperture Blades': '9', 'Year of release': '2005'}"
https://www.mpb.com/en-eu/product/anton-bauer-dionic-xt-150-gold-mount-battery,{}
https://www.mpb.com/en-eu/product/sennheiser-mkh-70-condenser-microphone,"{'Weight (Grams)': '300', 'Year of release': '1979'}"
