model_url,specifications
https://www.mpb.com/en-eu/product/pentax-k-5-iis,{'Year of release': '2012'}
https://www.mpb.com/en-eu/product/pentax-k-30-ir-converted,"{'Weight (Grams)': '650', 'Camera Type': 'Digital SLR', 'Megapixels': '16.28', 'Autofocus Points': '11', 'Maximum Frames Per Second': '6', 'Sensor Format': 'APS-C', 'Minimum ISO': '100', 'Maximum ISO': '25600', 'Storage Media Type': 'SD / SDHC / SDXC', 'Lens Mount': 'Sony A', 'Viewfinder Type': 'Optical', 'Viewfinder Coverage (%)': '100', 'LCD Size (Inches)': '3', 'LCD Resolution (Pixels)': '921000', 'Built-In Flash': True, 'Built-In Microphone': True, 'Hot Shoe Connection': True, 'File Format': 'JPEG + RAW', 'Minimum Shutter Speed (x) [Seconds]': '30', 'Maximum Shutter Speed (1/) [Seconds]': '1/6000', 'Flash Compatibility': 'Pentax P-TTL', 'Shutter Rating (Life)': '100000', 'Sensor Type': 'CMOS', 'Live View': True, 'Integrated cleaning': True, 'Maximum Video Resolution': '1920×1080 (Full HD)', 'Maximum Video Frame Rate (FPS)': '30', 'Year of release': '2012'}"
https://www.mpb.com/en-eu/product/pentax-k-3-prestige-edition,"{'Weight (Grams)': '800', 'Camera Type': 'Digital SLR', 'Megapixels': '24.35', 'Autofocus Points': '27', 'Maximum Frames Per Second': '8.3', 'Sensor Format': 'APS-C', 'Minimum ISO': '100', 'Maximum ISO': '51200', 'Storage Media Type': 'SD / SDHC / SDXC', 'Lens Mount': 'Sony A', 'Viewfinder Type': 'Optical', 'Viewfinder Coverage (%)': '100', 'LCD Size (Inches)': '3.2', 'LCD Resolution (Pixels)': '1037000', 'Built-In Flash': True, 'Headphone Jack': True, 'Microphone Jack': True, 'Built-In Microphone': True, 'USB Port Type': 'Micro B 3.0', 'HDMI Port': True, 'Optical Zoom (X)': '1', 'Hot Shoe Connection': True, 'File Format': 'JPEG + RAW', 'Minimum Shutter Speed (x) [Seconds]': '30', 'Maximum Shutter Speed (1/) [Seconds]': '1/8000', 'Flash Compatibility': 'Pentax P-TTL', 'Shutter Rating (Life)': '200000', 'Sensor Type': 'CMOS', 'Live View': True, 'Integrated cleaning': True, 'Maximum Video Resolution': '1920×1080 (Full HD)', 'Maximum Video Frame Rate (FPS)': '60', 'Year of release': '2014'}"
https://www.mpb.com/en-eu/product/pentax-k-3-limited-silver-edition,"{'Built-In Bluetooth': False, 'Microphone Jack': True, 'Max FPS Max resolution': '1280×720 (HD)', 'Maximum Frames Per Second': '8', 'USB Port Type': 'Micro B 3.0', 'Weight (Grams)': '800', 'File Format': 'JPEG + RAW', 'Touchscreen': False, 'HDMI Port': True, 'Lens Mount': 'Pentax K', 'Minimum ISO': '100', 'Camera Type': 'Digital SLR', 'Storage Media Type': 'SD / SDHC / SDXC', 'LCD Resolution (Pixels)': '1037000', 'Headphone Jack': True, 'Viewfinder Type': 'Optical', 'Maximum Video Frame Rate (FPS)': '60', 'Year of release': '2014', 'Articulating LCD Screen': False, 'Shutter Rating (Life)': '200000', 'Megapixels': '24.4', 'Integrated cleaning': True, 'Hot Shoe Connection': True, 'Built-In Microphone': True, 'Minimum Shutter Speed (x) [Seconds]': '30', 'Maximum ISO': '51200', 'Maximum Video Resolution': '1920×1080 (Full HD)', 'Sensor Type': 'CMOS', 'Built-In Wi-Fi': False, 'LCD Size (Inches)': '3.2', 'Built-In Flash': True, 'Sensor Format': 'APS-C', 'Maximum Shutter Speed (1/) [Seconds]': '1/8000', 'Viewfinder Coverage (%)': '100', 'Autofocus Points': '27', 'Flash Compatibility': 'Pentax P-TTL', 'Live View': True}"
https://www.mpb.com/en-eu/product/pentax-k-3-ir-converted,"{'Microphone Jack': True, 'Max FPS Max resolution': '1280×720 (HD)', 'Maximum Frames Per Second': '8', 'USB Port Type': 'Micro B 3.0', 'Weight (Grams)': '800', 'File Format': 'JPEG + RAW', 'HDMI Port': True, 'Lens Mount': 'Pentax K', 'Minimum ISO': '100', 'Camera Type': 'Digital SLR', 'Storage Media Type': 'SD / SDHC / SDXC', 'LCD Resolution (Pixels)': '1037000', 'Headphone Jack': True, 'Viewfinder Type': 'Optical', 'Maximum Video Frame Rate (FPS)': '60', 'Year of release': '2014', 'Shutter Rating (Life)': '200000', 'Megapixels': '24.4', 'Integrated cleaning': True, 'Hot Shoe Connection': True, 'Built-In Microphone': True, 'Minimum Shutter Speed (x) [Seconds]': '30', 'Maximum ISO': '51200', 'Maximum Video Resolution': '1920×1080 (Full HD)', 'Sensor Type': 'CMOS', 'LCD Size (Inches)': '3.2', 'Built-In Flash': True, 'Sensor Format': 'APS-C', 'Maximum Shutter Speed (1/) [Seconds]': '1/8000', 'Viewfinder Coverage (%)': '100', 'Autofocus Points': '27', 'Flash Compatibility': 'Pentax P-TTL', 'Live View': True}"
https://www.mpb.com/en-eu/product/pentax-k-3-iii-jet-black-edition,"{'Weight (Grams)': '820', 'Camera Type': 'Digital SLR', 'Megapixels': '25.7', 'Autofocus Points': '41', 'Maximum Frames Per Second': '30', 'Sensor Format': 'APS-C', 'Minimum ISO': '200', 'Maximum ISO': '1600000', 'Storage Media Type': 'SD / SDHC / SDXC', 'Lens Mount': 'Pentax K', 'Viewfinder Type': 'Optical', 'Viewfinder Coverage (%)': '100', 'LCD Size (Inches)': '3.2', 'LCD Resolution (Pixels)': '1620000', 'Touchscreen': True, 'Headphone Jack': True, 'Microphone Jack': True, 'Built-In Microphone': True, 'USB Port Type': 'Type-C', 'HDMI Port': True, 'Hot Shoe Connection': True, 'File Format': 'JPEG + RAW', 'Minimum Shutter Speed (x) [Seconds]': '30', 'Maximum Shutter Speed (1/) [Seconds]': '1/8000', 'Flash Compatibility': 'Pentax P-TTL', 'Sensor Type': 'CMOS', 'Live View': True, 'Integrated cleaning': True, 'Maximum Video Resolution': '3840×2160 (4K UHD)', 'Maximum Video Frame Rate (FPS)': '60', 'Max FPS Max resolution': '1920×1080 (Full HD)', 'Built-In Bluetooth': True, 'Year of release': '2022'}"
https://www.mpb.com/en-eu/product/pentax-k-200d,"{'Built-In Bluetooth': False, 'Microphone Jack': False, 'Maximum Frames Per Second': '3', 'USB Port Type': 'Mini type B 2.0', 'Weight (Grams)': '763', 'File Format': 'JPEG + RAW', 'Touchscreen': False, 'HDMI Port': False, 'Lens Mount': 'Pentax K', 'Minimum ISO': '100', 'Camera Type': 'Digital SLR', 'Storage Media Type': 'SD / SDHC', 'LCD Resolution (Pixels)': '230000', 'Headphone Jack': False, 'Viewfinder Type': 'Optical', 'Year of release': '2008', 'Articulating LCD Screen': False, 'Shutter Rating (Life)': '100000', 'Megapixels': '10.2', 'Integrated cleaning': False, 'Hot Shoe Connection': True, 'Built-In Microphone': False, 'Minimum Shutter Speed (x) [Seconds]': '30', 'Maximum ISO': '1600', 'Sensor Type': 'CCD', 'Built-In Wi-Fi': False, 'LCD Size (Inches)': '2.7', 'Built-In Flash': True, 'Sensor Format': 'APS-C', 'Maximum Shutter Speed (1/) [Seconds]': '1/4000', 'Viewfinder Coverage (%)': '96', 'Autofocus Points': '11', 'Flash Compatibility': 'Pentax P-TTL', 'Live View': False}"
https://www.mpb.com/en-eu/product/pentax-k-1-mark-ii-limited-silver-edition,"{'Weight (Grams)': '1010', 'Camera Type': 'Digital SLR', 'Megapixels': '36.40', 'Autofocus Points': '33', 'Maximum Frames Per Second': '4', 'Sensor Format': 'Full Frame', 'Minimum ISO': '100', 'Maximum ISO': '819200', 'Storage Media Type': 'SD / SDHC / SDXC', 'Lens Mount': 'Pentax K', 'Viewfinder Type': 'Optical', 'Viewfinder Coverage (%)': '100', 'LCD Size (Inches)': '3.2', 'LCD Resolution (Pixels)': '1037000', 'Articulating LCD Screen': True, 'Built-In Wi-Fi': True, 'Headphone Jack': True, 'Microphone Jack': True, 'Built-In Microphone': True, 'USB Port Type': 'Micro B 2.0', 'HDMI Port': True, 'Hot Shoe Connection': True, 'File Format': 'JPEG + RAW', 'Minimum Shutter Speed (x) [Seconds]': '30', 'Maximum Shutter Speed (1/) [Seconds]': '1/8000', 'Flash Compatibility': 'Pentax P-TTL', 'Sensor Type': 'CMOS', 'Live View': True, 'Integrated cleaning': True, 'Maximum Video Resolution': '1920×1080 (Full HD)', 'Maximum Video Frame Rate (FPS)': '60', 'Max FPS Max resolution': '1920×1080 (Full HD)', 'Year of release': '2020'}"
https://www.mpb.com/en-eu/product/pentax-k-1-limited-edition-silver,"{'Built-In Bluetooth': False, 'Microphone Jack': True, 'Max FPS Max resolution': '1280×720 (HD)', 'Maximum Frames Per Second': '4.6', 'USB Port Type': 'Micro B 2.0', 'Weight (Grams)': '1015', 'File Format': 'JPEG + RAW', 'Touchscreen': False, 'HDMI Port': True, 'Lens Mount': 'Pentax K', 'Minimum ISO': '100', 'Camera Type': 'Digital SLR', 'Storage Media Type': 'SD / SDHC / SDXC', 'LCD Resolution (Pixels)': '1036800', 'Headphone Jack': True, 'Viewfinder Type': 'Optical', 'Maximum Video Frame Rate (FPS)': '60', 'Year of release': '2016', 'Articulating LCD Screen': True, 'Shutter Rating (Life)': '300000', 'Megapixels': '36.4', 'Integrated cleaning': True, 'Hot Shoe Connection': True, 'Built-In Microphone': True, 'Minimum Shutter Speed (x) [Seconds]': '30', 'Maximum ISO': '204800', 'Maximum Video Resolution': '1920×1080 (Full HD)', 'Sensor Type': 'CMOS', 'Built-In Wi-Fi': True, 'LCD Size (Inches)': '3.2', 'Built-In Flash': False, 'Sensor Format': 'Full Frame', 'Maximum Shutter Speed (1/) [Seconds]': '1/8000', 'Viewfinder Coverage (%)': '100', 'Autofocus Points': '33', 'Flash Compatibility': 'Pentax P-TTL', 'Live View': True}"
https://www.mpb.com/en-eu/product/pentax-k-01-marc-newson-edition,"{'Weight (Grams)': '560', 'Camera Type': 'Mirrorless', 'Megapixels': '16.28', 'Autofocus Points': '81', 'Maximum Frames Per Second': '6', 'Sensor Format': 'APS-C', 'Minimum ISO': '100', 'Maximum ISO': '12800', 'Storage Media Type': 'SD / SDHC / SDXC', 'Lens Mount': 'Pentax K', 'Viewfinder Type': 'None', 'LCD Size (Inches)': '3', 'LCD Resolution (Pixels)': '921000', 'Built-In Flash': True, 'Microphone Jack': True, 'Built-In Microphone': True, 'USB Port Type': 'Mini type B 2.0', 'HDMI Port': True, 'Hot Shoe Connection': True, 'File Format': 'JPEG + RAW', 'Minimum Shutter Speed (x) [Seconds]': '30', 'Maximum Shutter Speed (1/) [Seconds]': '1/4000', 'Flash Compatibility': 'Pentax P-TTL', 'Sensor Type': 'CMOS', 'Live View': True, 'Integrated cleaning': True, 'Maximum Video Resolution': '1920×1080 (Full HD)', 'Maximum Video Frame Rate (FPS)': '30', 'Year of release': '2012'}"
https://www.mpb.com/en-eu/product/pentax-k-01,"{'Built-In Bluetooth': False, 'Microphone Jack': True, 'Max FPS Max resolution': '1280×720 (HD)', 'Maximum Frames Per Second': '5.9', 'USB Port Type': 'Mini type B 2.0', 'Weight (Grams)': '560', 'File Format': 'JPEG + RAW', 'Touchscreen': False, 'HDMI Port': True, 'Lens Mount': 'Pentax K', 'Minimum ISO': '100', 'Camera Type': 'Digital SLR', 'Storage Media Type': 'SD / SDHC / SDXC', 'LCD Resolution (Pixels)': '921000', 'Headphone Jack': False, 'Viewfinder Type': 'None', 'Maximum Video Frame Rate (FPS)': '60', 'Year of release': '2012', 'Articulating LCD Screen': False, 'Shutter Rating (Life)': '100000', 'Megapixels': '16.3', 'Integrated cleaning': True, 'Hot Shoe Connection': True, 'Built-In Microphone': True, 'Minimum Shutter Speed (x) [Seconds]': '30', 'Maximum ISO': '12800', 'Maximum Video Resolution': '1920×1080 (Full HD)', 'Sensor Type': 'CMOS', 'Built-In Wi-Fi': False, 'LCD Size (Inches)': '3', 'Built-In Flash': True, 'Sensor Format': 'APS-C', 'Maximum Shutter Speed (1/) [Seconds]': '1/4000', 'Autofocus Points': '81', 'Flash Compatibility': 'Pentax P-TTL', 'Live View': True}"
https://www.mpb.com/en-eu/product/pentax-hd-pentax-fa-77mm-f2f18-limited,"{'Weight (Grams)': '270', 'Lens Mount': 'Pentax K', 'Auto Focus': True, 'Minimum Aperture (F)': '22', 'Maximum Aperture - Wide (f)': '1.8', 'Maximum Aperture - Tele (f)': '1.8', 'Filter Thread (mm)': '49', 'Minimum Focus Distance (m)': '0.7', 'Aperture Blades': '9', 'Year of release': '1999'}"
https://www.mpb.com/en-eu/product/pentax-hd-pentax-da-560mm-f2f56,"{'Weight (Grams)': '3040', 'Lens Mount': 'Pentax K', 'Auto Focus': True, 'Minimum Aperture (F)': '45', 'Maximum Aperture - Wide (f)': '5.6', 'Maximum Aperture - Tele (f)': '5.6', 'Filter Thread (mm)': '112', 'Minimum Focus Distance (m)': '5.6', 'Aperture Blades': '9', 'Year of release': '2012'}"
https://www.mpb.com/en-eu/product/pentax-hd-pentax-da-18-50mm-f-4-5-6-dc-wr,{'Year of release': '2014'}
https://www.mpb.com/en-eu/product/pentax-hd-pentax-da-11-18mm-f-2-8-ed-dc-aw,{'Year of release': '2019'}
https://www.mpb.com/en-eu/product/pentax-hd-pentax-da-10-17mm-f2f35-45-ed,"{'Weight (Grams)': '317', 'Lens Mount': 'Pentax K', 'Auto Focus': True, 'Minimum Aperture (F)': '32', 'Maximum Aperture - Wide (f)': '3.5', 'Maximum Aperture - Tele (f)': '4.5', 'Minimum Focus Distance (m)': '0.14', 'Aperture Blades': '6', 'Year of release': '2006'}"
https://www.mpb.com/en-eu/product/pentax-hd-pentax-d-fa-85mm-f-1-4-ed-sdm-aw,"{'Minimum Focus Distance (m)': '0.85', 'Filter Thread (mm)': '82', 'Maximum Aperture - Tele (f)': '1.4', 'Aperture Blades': '9', 'Maximum Aperture - Wide (f)': '1.4', 'Year of release': '2020', 'Lens Mount': 'Pentax K', 'Image Stabilisation': True, 'Minimum Aperture (F)': '16', 'Auto Focus': True, 'Weight (Grams)': '1250'}"
https://www.mpb.com/en-eu/product/pentax-hd-pentax-d-fa-70-200mm-f-2-8-ed-dc-aw,{'Year of release': '2015'}
https://www.mpb.com/en-eu/product/pentax-hd-pentax-d-fa-50mm-f-1-4-sdm-aw,"{'Minimum Focus Distance (m)': '0.5', 'Filter Thread (mm)': '72', 'Maximum Aperture - Tele (f)': '1.4', 'Aperture Blades': '9', 'Maximum Aperture - Wide (f)': '1.4', 'Year of release': '2018', 'Lens Mount': 'Pentax K', 'Image Stabilisation': False, 'Minimum Aperture (F)': '16', 'Auto Focus': True, 'Weight (Grams)': '910'}"
https://www.mpb.com/en-eu/product/pentax-hd-pentax-d-fa-35mm-f-2,{'Year of release': '2019'}
https://www.mpb.com/en-eu/product/pentax-hd-pentax-d-fa-150-450mm-f-4-5-5-6-ed-dc-aw,{'Year of release': '2015'}
https://www.mpb.com/en-eu/product/pentax-hd-pentax-d-fa-100mm-f2f28-ed-aw,"{'Weight (Grams)': '348', 'Lens Mount': 'Pentax K', 'Auto Focus': True, 'Minimum Aperture (F)': '32', 'Maximum Aperture - Wide (f)': '2.8', 'Maximum Aperture - Tele (f)': '2.8', 'Filter Thread (mm)': '49', 'Minimum Focus Distance (m)': '0.13', 'Aperture Blades': '8', 'Year of release': '2022'}"
https://www.mpb.com/en-eu/product/pentax-hd-pentax-d-21mm-f2f24-ed-limited-dc-wr,"{'Weight (Grams)': '416', 'Lens Mount': 'PL', 'Auto Focus': True, 'Minimum Aperture (F)': '22', 'Maximum Aperture - Wide (f)': '2.4', 'Maximum Aperture - Tele (f)': '2.4', 'Filter Thread (mm)': '67', 'Minimum Focus Distance (m)': '0.18', 'Aperture Blades': '8', 'Year of release': '2021'}"
https://www.mpb.com/en-eu/product/pentax-d-bg8-battery-grip,{}
https://www.mpb.com/en-eu/product/pentax-d-bg7-battery-grip,{}
https://www.mpb.com/en-eu/product/pentax-d-bg3-battery-grip,{}
https://www.mpb.com/en-eu/product/pentax-af540fgz-ii-flash,{}
https://www.mpb.com/en-eu/product/pentax-af360-fgz-ii-flash,{}
https://www.mpb.com/en-eu/product/pentax-af200fg-flash,{}
https://www.mpb.com/en-eu/product/pentax-af180fg-flash,"{'Weight (Grams)': '141', 'Flash Compatibility': 'Pentax P-TTL', 'Flash Coverage (Metres)': '18', 'Maximum Guide Number': '18', 'Year of release': '2024'}"
https://www.mpb.com/en-eu/product/pentax-af160fc-auto-macro-ring-flash,{}
https://www.mpb.com/en-eu/product/pentax-af-540-fgz-p-ttl-flashgun,{}
https://www.mpb.com/en-eu/product/peli-zeiss-cp3-case,{'Weight (Grams)': '6200'}
https://www.mpb.com/en-eu/product/peli-zeiss-cp2-case,{}
https://www.mpb.com/en-eu/product/peli-vault-v550-case,{}
https://www.mpb.com/en-eu/product/pelican-v525-vault-rolling-case,{'Weight (Grams)': '6900'}
https://www.mpb.com/en-eu/product/peli-storm-im2300-case,{}
https://www.mpb.com/en-eu/product/peli-im3200-storm-case,{'Weight (Grams)': '8030'}
https://www.mpb.com/en-eu/product/peli-im3075-storm-case,"{'Weight (Grams)': '4800', 'Year of release': '2014'}"
https://www.mpb.com/en-eu/product/peli-im2975-storm-case,{'Weight (Grams)': '10400'}
https://www.mpb.com/en-eu/product/peli-im2950-storm-case,{}
https://www.mpb.com/en-eu/product/peli-storm-im2875,{'Weight (Grams)': '9120'}
https://www.mpb.com/en-eu/product/peli-im2750-case,{}
https://www.mpb.com/en-eu/product/peli-im2720-case,"{'Weight (Grams)': '7620', 'Year of release': '2008'}"
https://www.mpb.com/en-eu/product/peli-im2700-case,{}
https://www.mpb.com/en-eu/product/peli-im2620-storm-case,{'Weight (Grams)': '5669.9'}
https://www.mpb.com/en-eu/product/peli-im2600-storm-case,{}
https://www.mpb.com/en-eu/product/peli-im2500-storm-case,{}
https://www.mpb.com/en-eu/product/peli-im2450-storm-case,{'Weight (Grams)': '3400'}
https://www.mpb.com/en-eu/product/peli-im2435-storm-case,{'Weight (Grams)': '4540'}
https://www.mpb.com/en-eu/product/peli-im2400-case,{}
https://www.mpb.com/en-eu/product/peli-im2370-storm-case,{}
https://www.mpb.com/en-eu/product/peli-im2306-storm-case,{'Weight (Grams)': '2000'}
https://www.mpb.com/en-eu/product/peli-im2200-storm-case,{}
https://www.mpb.com/en-eu/product/peli-im2100-storm-case,{}
https://www.mpb.com/en-eu/product/pelican-im2075-storm-case,{'Weight (Grams)': '1500'}
https://www.mpb.com/en-eu/product/peli-im2050-storm-case,{}
https://www.mpb.com/en-eu/product/peli-case-1670,"{'Weight (Grams)': '2600', 'Year of release': '2007'}"
https://www.mpb.com/en-eu/product/peli-1780-case,{}
https://www.mpb.com/en-eu/product/peli-1770-case,{}
https://www.mpb.com/en-eu/product/peli-1740-case,{}
https://www.mpb.com/en-eu/product/peli-1730-case,{}
https://www.mpb.com/en-eu/product/peli-1700-case,{'Weight (Grams)': '7700'}
https://www.mpb.com/en-eu/product/peli-1690-case,{}
https://www.mpb.com/en-eu/product/peli-1660-case,{}
https://www.mpb.com/en-eu/product/peli-1650-case,{'Weight (Grams)': '1090'}
https://www.mpb.com/en-eu/product/peli-1640-case,{}
https://www.mpb.com/en-eu/product/peli-1637-air-case,{'Weight (Grams)': '6900'}
https://www.mpb.com/en-eu/product/peli-1630-case,{}
https://www.mpb.com/en-eu/product/peli-1626-air-case,{'Weight (Grams)': '6600'}
https://www.mpb.com/en-eu/product/peli-1624-case,{'Weight (Grams)': '9008'}
https://www.mpb.com/en-eu/product/peli-1620-case,{}
https://www.mpb.com/en-eu/product/peli-1615-case,{}
https://www.mpb.com/en-eu/product/peli-1610-case,{}
https://www.mpb.com/en-eu/product/peli-1607-air-case,{'Weight (Grams)': '1320'}
https://www.mpb.com/en-eu/product/peli-1605-air-case,{'Weight (Grams)': '5300'}
https://www.mpb.com/en-eu/product/peli-1600-case,{}
https://www.mpb.com/en-eu/product/peli-air-1595,{'Weight (Grams)': '6980'}
https://www.mpb.com/en-eu/product/peli-1560-case,{}
https://www.mpb.com/en-eu/product/peli-1557-air-case,{'Weight (Grams)': '3719.46'}
https://www.mpb.com/en-eu/product/peli-1556-air-case,{'Weight (Grams)': '4400'}
https://www.mpb.com/en-eu/product/peli-1555-air-case,{}
https://www.mpb.com/en-eu/product/peli-1550-case,{}
https://www.mpb.com/en-eu/product/peli-1535-case,{}
https://www.mpb.com/en-eu/product/peli-1525-air-case,{}
https://www.mpb.com/en-eu/product/peli-1520-case,{}
https://www.mpb.com/en-eu/product/peli-1510m-mobility-case,{}
https://www.mpb.com/en-eu/product/peli-1507-air-case,{}
https://www.mpb.com/en-eu/product/peli-1500-zeiss-case,{}
https://www.mpb.com/en-eu/product/peli-1500-case,{}
https://www.mpb.com/en-eu/product/peli-1485-air-case,{}
https://www.mpb.com/en-eu/product/peli-1470-case,{'Weight (Grams)': '2600'}
https://www.mpb.com/en-eu/product/peli-1460-case,{}
https://www.mpb.com/en-eu/product/peli-1450-case,"{'Year of release': '1998', 'Weight (Grams)': '5200'}"
https://www.mpb.com/en-eu/product/peli-1440-case,{'Weight (Grams)': '6580'}
https://www.mpb.com/en-eu/product/peli-1430-case,"{'Weight (Grams)': '2540', 'Waterproof': True, 'Waterproof; Max Depth (Metres)': '1'}"
https://www.mpb.com/en-eu/product/peli-1400-case,{}
https://www.mpb.com/en-eu/product/peli-1300-case,{}
https://www.mpb.com/en-eu/product/peli-1200-case,{}
https://www.mpb.com/en-eu/product/peli-1170-case,{'Weight (Grams)': '500'}
https://www.mpb.com/en-eu/product/peli-1150-case,{}
https://www.mpb.com/en-eu/product/peli-1120-case,{'Weight (Grams)': '560'}
https://www.mpb.com/en-eu/product/peli-0340-cube-case,{'Weight (Grams)': '1300'}
https://www.mpb.com/en-eu/product/peak-design-travel-tripod-aluminium,{}
https://www.mpb.com/en-eu/product/peak-design-travel-duffelpack-65l,{'Weight (Grams)': '1770'}
https://www.mpb.com/en-eu/product/peak-design-everyday-totepack-v2,{}
https://www.mpb.com/en-eu/product/peak-design-everyday-tote-20l-v1,"{'Weight (Grams)': '100', 'Year of release': '2018'}"
https://www.mpb.com/en-eu/product/peak-design-everyday-tote-15l-v2,{'Weight (Grams)': '816'}
https://www.mpb.com/en-eu/product/peak-design-everyday-sling-6l-v2,{}
https://www.mpb.com/en-eu/product/peak-design-everyday-sling-6l-v1,"{'Weight (Grams)': '780', 'Year of release': '2018'}"
https://www.mpb.com/en-eu/product/peak-design-everyday-sling-5l,{}
https://www.mpb.com/en-eu/product/peak-design-everyday-sling-3l-v2,{}
https://www.mpb.com/en-eu/product/peak-design-everyday-sling-10l-v2,{}
https://www.mpb.com/en-eu/product/peak-design-everyday-messenger-15-charcoal,{}
https://www.mpb.com/en-eu/product/peak-design-everyday-messenger-13-version-1,{}
https://www.mpb.com/en-eu/product/peak-design-everyday-messenger-13-version-2-charcoal,"{'Weight (Grams)': '590', 'Year of release': '2019'}"
https://www.mpb.com/en-eu/product/peak-design-everyday-backpack-30l-v2,{'Weight (Grams)': '1800'}
https://www.mpb.com/en-eu/product/peak-design-everyday-backpack-20l-v2,{'Weight (Grams)': '1660'}
https://www.mpb.com/en-eu/product/peak-design-everyday-backpack-20l,{'Weight (Grams)': '1320'}
https://www.mpb.com/en-eu/product/peak-design-camera-cube-v2-small,"{'Weight (Grams)': '310', 'Year of release': '2023'}"
https://www.mpb.com/en-eu/product/peak-design-camera-cube-v2-9-medium,"{'Weight (Grams)': '450', 'Year of release': '2018', 'Capacity': '9.68'}"
https://www.mpb.com/en-eu/product/peak-design-camera-cube-v2-large,{}
https://www.mpb.com/en-eu/product/peak-design-camera-cube-v1-medium,{'Weight (Grams)': '730'}
https://www.mpb.com/en-eu/product/panasonic-vw-vms10-stereo-microphone,{}
https://www.mpb.com/en-eu/product/panasonic-vw-led1-led-video-light,"{'Swivel Head': False, 'Flash Compatibility': 'Olympus/Panasonic TTL', 'Weight (Grams)': '450'}"
https://www.mpb.com/en-eu/product/panasonic-lumix-s-pro-70-200mm-f-2-8-o-i-s,{'Year of release': '2019'}
https://www.mpb.com/en-eu/product/panasonic-lumix-s-18mm-f2f18,"{'Weight (Grams)': '340', 'Lens Mount': 'Leica L', 'Auto Focus': True, 'Minimum Aperture (F)': '16', 'Maximum Aperture - Wide (f)': '1.8', 'Maximum Aperture - Tele (f)': '1.8', 'Filter Thread (mm)': '67', 'Minimum Focus Distance (m)': '0.18', 'Aperture Blades': '9', 'Year of release': '2022'}"
https://www.mpb.com/en-eu/product/panasonic-lumix-s-100mm-f-28-macro,"{'Weight (Grams)': '298', 'Lens Mount': 'Leica L', 'Auto Focus': True, 'Minimum Aperture (F)': '22', 'Maximum Aperture - Wide (f)': '2.8', 'Maximum Aperture - Tele (f)': '2.8', 'Filter Thread (mm)': '67', 'Aperture Blades': '9', 'Minimum Focus Distance (m)': '0.2', 'Year of release': '2024'}"
https://www.mpb.com/en-eu/product/panasonic-lumix-s-100-500mm-f-5-7-1-ois,"{'Weight (Grams)': '1285', 'Lens Mount': 'Fujifilm G', 'Auto Focus': True, 'Minimum Aperture (F)': '40', 'Maximum Aperture - Wide (f)': '5', 'Maximum Aperture - Tele (f)': '7.1', 'Filter Thread (mm)': '82', 'Minimum Focus Distance (m)': '0.8', 'Aperture Blades': '11', 'Image Stabilisation': True, 'Year of release': '2025'}"
https://www.mpb.com/en-eu/product/panasonic-lumix-g-8mm-f-3-5-fisheye,"{'Weight (Grams)': '165', 'Lens Mount': 'Micro Four Thirds', 'Auto Focus': True, 'Minimum Aperture (F)': '22', 'Maximum Aperture - Wide (f)': '3.5', 'Aperture Blades': '7', 'Year of release': '2012'}"
https://www.mpb.com/en-eu/product/panasonic-lumix-g-14mm-f-2-5-ii-asph,"{'Weight (Grams)': '55', 'Lens Mount': 'Micro Four Thirds', 'Auto Focus': True, 'Minimum Aperture (F)': '22', 'Maximum Aperture - Wide (f)': '2.5', 'Maximum Aperture - Tele (f)': '2.5', 'Filter Thread (mm)': '46', 'Minimum Focus Distance (m)': '0.18', 'Aperture Blades': '7', 'Year of release': '2014'}"
https://www.mpb.com/en-eu/product/panasonic-lumix-g-12-5mm-f-12-3d,"{'Weight (Grams)': '45', 'Lens Mount': 'Micro Four Thirds', 'Auto Focus': True, 'Minimum Aperture (F)': '12', 'Maximum Aperture - Wide (f)': '12', 'Maximum Aperture - Tele (f)': '12', 'Minimum Focus Distance (m)': '0.6', 'Year of release': '2010'}"
https://www.mpb.com/en-eu/product/panasonic-lumix-dmw-yagh-interface-unit-for-gh4,{}
https://www.mpb.com/en-eu/product/panasonic-lumix-dmw-fl500-flash,"{'Swivel Head': True, 'Flash Coverage (Metres)': '24-85', 'Maximum Guide Number': '50', 'Flash Compatibility': 'Olympus/Panasonic TTL', 'Weight (Grams)': '453'}"
https://www.mpb.com/en-eu/product/panasonic-lumix-dmc-zs60,"{'Weight (Grams)': '282', 'Camera Type': 'Compact', 'Megapixels': '18.1', 'Autofocus Points': '49', 'Maximum Frames Per Second': '40', 'Sensor Format': '1/2.3 Inch', 'Minimum ISO': '80', 'Maximum ISO': '6400', 'Storage Media Type': 'SD / SDHC / SDXC', 'Viewfinder Type': 'Electronic', 'Viewfinder Coverage (%)': '100', 'LCD Size (Inches)': '3', 'LCD Resolution (Pixels)': '1040000', 'Touchscreen': True, 'Built-In Flash': True, 'Built-In Wi-Fi': True, 'Built-In Microphone': True, 'USB Port Type': 'Micro B 2.0', 'HDMI Port': True, 'Optical Zoom (X)': '30', 'File Format': 'JPEG + RAW', 'Minimum Shutter Speed (x) [Seconds]': '60', 'Maximum Shutter Speed (1/) [Seconds]': '1/16000', 'Sensor Type': 'CMOS', 'Live View': True, 'Maximum Video Resolution': '3840×2160 (4K UHD)', 'Maximum Video Frame Rate (FPS)': '100', 'Year of release': '2016'}"
